FID,id,country,latitude,longitude,area_type,sexes,number_males,number_males_deficient,number_females,number_females_deficient,citation,area_size,country_id,malaria_metrics_available
G6PD_Data.71,71,Cambodia,13.7,107.259,Point,Both,12,0,9,0,"Matsuoka, H., C. Nguon, et al. (2005). ""Glucose-6-phosphate dehydrogenase (G6PD) mutations in Cambodia: G6PD Viangchan (871G>A) is the most common variant in the Cambodian population."" J Hum Genet 50(9): 468-472.",10,KHM,true
G6PD_Data.72,72,Cambodia,13.643,107.261,Point,Both,23,3,25,0,"Matsuoka, H., C. Nguon, et al. (2005). ""Glucose-6-phosphate dehydrogenase (G6PD) mutations in Cambodia: G6PD Viangchan (871G>A) is the most common variant in the Cambodian population."" J Hum Genet 50(9): 468-472.",10,KHM,true
G6PD_Data.73,73,Cambodia,11.559,104.921,Wide area,Male,5,1,,,"Matsuoka, H., C. Nguon, et al. (2005). ""Glucose-6-phosphate dehydrogenase (G6PD) mutations in Cambodia: G6PD Viangchan (871G>A) is the most common variant in the Cambodian population."" J Hum Genet 50(9): 468-472.",24,KHM,true
G6PD_Data.74,74,Cameroon,2.4264,15.5024,Point,Male,161,2,,,"Bernstein, S. C., J. E. Bowman, et al. (1980). ""Population studies in Cameroon: hemoglobin S, glucose-6-phosphate dehydrogenase deficiency and falciparum malaria."" Hum Hered 30(4): 251-258.",10,CMR,true
G6PD_Data.75,75,Cameroon,4.354,11.633,Point,Male,47,11,,,"Bernstein, S. C., J. E. Bowman, et al. (1980). ""Population studies in Cameroon: hemoglobin S, glucose-6-phosphate dehydrogenase deficiency and falciparum malaria."" Hum Hered 30(4): 251-258.",10,CMR,true
G6PD_Data.76,76,Cameroon,4.617,9.015,Point,Male,33,0,,,"Bernstein, S. C., J. E. Bowman, et al. (1980). ""Population studies in Cameroon: hemoglobin S, glucose-6-phosphate dehydrogenase deficiency and falciparum malaria."" Hum Hered 30(4): 251-258.",10,CMR,true
G6PD_Data.77,77,Cameroon,4.6,9.032,Point,Male,43,5,,,"Bernstein, S. C., J. E. Bowman, et al. (1980). ""Population studies in Cameroon: hemoglobin S, glucose-6-phosphate dehydrogenase deficiency and falciparum malaria."" Hum Hered 30(4): 251-258.",10,CMR,true
G6PD_Data.78,78,Cameroon,4.135,9.499,Point,Male,40,5,,,"Bernstein, S. C., J. E. Bowman, et al. (1980). ""Population studies in Cameroon: hemoglobin S, glucose-6-phosphate dehydrogenase deficiency and falciparum malaria."" Hum Hered 30(4): 251-258.",10,CMR,true
G6PD_Data.79,79,Cameroon,5.7,9.4,Point,Male,63,4,,,"Bernstein, S. C., J. E. Bowman, et al. (1980). ""Population studies in Cameroon: hemoglobin S, glucose-6-phosphate dehydrogenase deficiency and falciparum malaria."" Hum Hered 30(4): 251-258.",10,CMR,true
G6PD_Data.80,80,Cameroon,10.502,13.836,Point,Male,96,4,,,"Bernstein, S. C., J. E. Bowman, et al. (1980). ""Population studies in Cameroon: hemoglobin S, glucose-6-phosphate dehydrogenase deficiency and falciparum malaria."" Hum Hered 30(4): 251-258.",10,CMR,true
G6PD_Data.81,81,Cameroon,11.1357,14.7008,Point,Male,78,6,,,"Bernstein, S. C., J. E. Bowman, et al. (1980). ""Population studies in Cameroon: hemoglobin S, glucose-6-phosphate dehydrogenase deficiency and falciparum malaria."" Hum Hered 30(4): 251-258.",10,CMR,true
G6PD_Data.82,82,Canada,51.811,-93.985,Point,Both,34,0,68,0,"Szathmary, E. J. E., D. W. Cox, et al. (1974). ""The Northern and Southeastern Ojibwa: serum proteins and red cell enzyme systems."" Am J Phys Anthropol 40(1): 49-65.",10,CAN,true
G6PD_Data.83,83,Canada,45.806,-81.72,Point,Both,59,0,58,0,"Szathmary, E. J. E., D. W. Cox, et al. (1974). ""The Northern and Southeastern Ojibwa: serum proteins and red cell enzyme systems."" Am J Phys Anthropol 40(1): 49-65.",10,CAN,true
G6PD_Data.146,146,Egypt,31.187,29.894,Small polygon,Male,27,5,,,"Ragab, A. H., O. S. el-Alfi, et al. (1966). ""Incidence of glucose-6-phosphate dehydrogenase deficiency in Egypt."" Am J Hum Genet 18(1): 21-25.",100,EGY,true
G6PD_Data.84,84,Cape Verde,14.924,-23.522,Multiple points,Both,77,1,99,0,"Alves, J., P. Machado, et al. (2010). ""Analysis of malaria associated genetic traits in Cabo Verde, a melting pot of European and sub Saharan settlers."" Blood Cells Mol Dis 44(1): 62-68.",3420,CPV,true
G6PD_Data.85,85,China,27.7101,108.7545,Admin3 centroid,Male,227,17,,,"Wu, C. X., K. R. Shan, et al. (2007). ""Detection of glucose-6-phosphate dehydrogenase gene mutations of Tujia ehtnic in Jiangkou, Guizhou."" Chinese Journal of Endemiology 26(4): 415-417.",1574,CHN,true
G6PD_Data.86,86,China,25.8678,107.9344,Admin3 centroid,Both,589,68,501,30,"Xiu, J., X. L. Qi, et al. (2005). ""[G6PD Gene Mutations in Shui people in Sandu of Guizhou]."" Zhongguo Shi Yan Xue Ye Xue Za Zhi 13(1): 147-150.",2055,CHN,true
G6PD_Data.87,87,China,23.126,113.236,Wide area,Both,6117,333,5320,151,"Jiang, J., X. Ma, et al. (2003). ""Using the fluorescence spot test for neonatal screening of G6PD deficiency."" Southeast Asian J Trop Med Public Health 34 Suppl 3: 140-142.",21,CHN,true
G6PD_Data.88,88,China,22.286,114.144,Point,Male,1177,44,,,"Yue, P. C. and M. Strickland (1965). ""Glucose-6-Phosphate-Dehydrogenase Deficiency and Neonatal Jaundice in Chinese Male Infants in Hong Kong."" Lancet 1(7381): 350-351.",10,CHN,true
G6PD_Data.90,90,China,24.27,115.7614,Admin3 centroid,Both,1316,81,1291,27,"Jiang, W., G. Yu, et al. (2006). ""Structure and function of glucose-6-phosphate dehydrogenase-deficient variants in Chinese population."" Hum Genet 119(5): 463-478.",1840,CHN,true
G6PD_Data.91,91,China,25.978,117.357,Point,Both,1070,65,750,36,"Jiang, W., G. Yu, et al. (2006). ""Structure and function of glucose-6-phosphate dehydrogenase-deficient variants in Chinese population."" Hum Genet 119(5): 463-478.",10,CHN,true
G6PD_Data.92,92,China,24.5267,112.0789,Admin3 centroid,Both,1856,261,1941,128,"Jiang, W., G. Yu, et al. (2006). ""Structure and function of glucose-6-phosphate dehydrogenase-deficient variants in Chinese population."" Hum Genet 119(5): 463-478.",1003,CHN,true
G6PD_Data.93,93,China,24.9444,103.2155,Point,Both,293,18,149,5,"Jiang, W., G. Yu, et al. (2006). ""Structure and function of glucose-6-phosphate dehydrogenase-deficient variants in Chinese population."" Hum Genet 119(5): 463-478.",10,CHN,true
G6PD_Data.94,94,China,23.6006,102.0171,Admin3 centroid,Both,298,23,197,13,"Jiang, W., G. Yu, et al. (2006). ""Structure and function of glucose-6-phosphate dehydrogenase-deficient variants in Chinese population."" Hum Genet 119(5): 463-478.",1858,CHN,true
G6PD_Data.95,95,Colombia,6.247,-75.581,Small polygon,Male,213,3,,,"Restrepo, A. M. and E. Gutierrez (1968). ""The frequency of glucose-6-phosphate dehydrogenase deficiency in Colombia."" Am J Hum Genet 20(1): 82-85.",30,COL,true
G6PD_Data.96,96,Colombia,4.628,-74.087,Small polygon,Both,174,4,174,7,"Sanchez, M. C., V. E. Villegas, et al. (2008). ""[Glucose-6-phosphate dehydrogenase deficiency: enzimatic and molecular analysis in a Bogota population]."" Colombia Medica 39(2): 14-23.",100,COL,true
G6PD_Data.97,97,Congo,-4.273,15.295,Wide area,Both,148,28,102,18,"Diatewa, M., S. P. Ganga-Zanzou, et al. (1992). ""[Neonatal icterus and erythrocyte glucose-6-phosphate dehydrogenase deficiency in Congolese newborn infants in Brazzaville]."" Arch Fr Pediatr 49(10): 939-940.",12,COG,true
G6PD_Data.99,99,Costa Rica,9.517,-82.968,Point,Both,26,0,77,0,"Azofeifa, J. and R. Barrantes (1991). ""Genetic variation in the Bribri and Cabecar Amerindians from Talamanca, Costa Rica."" Rev Biol Trop 39(2): 249-253.",10,CRI,true
G6PD_Data.100,100,Costa Rica,9.479,-83.0884,Admin2 centroid,Both,29,0,47,0,"Azofeifa, J. and R. Barrantes (1991). ""Genetic variation in the Bribri and Cabecar Amerindians from Talamanca, Costa Rica."" Rev Biol Trop 39(2): 249-253.",2263,CRI,true
G6PD_Data.101,101,Costa Rica,9.852,-83.434,Point,Both,23,0,34,0,"Azofeifa, J. and R. Barrantes (1991). ""Genetic variation in the Bribri and Cabecar Amerindians from Talamanca, Costa Rica."" Rev Biol Trop 39(2): 249-253.",10,CRI,true
G6PD_Data.115,115,Croatia,42.835,17.693,Point,Both,55,2,11,0,"Fraser, G. R., P. Grunwald, et al. (1966). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency, abnormal haemoglobins, and thalassaemia in Yugoslavia."" J Med Genet 3(1): 35-41.",10,HRV,true
G6PD_Data.116,116,Croatia,45.338,14.427,Small polygon,Both,3,0,11,0,"Fraser, G. R., P. Grunwald, et al. (1966). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency, abnormal haemoglobins, and thalassaemia in Yugoslavia."" J Med Genet 3(1): 35-41.",50,HRV,true
G6PD_Data.117,117,Croatia,43.043,16.091,Point,Male,302,36,,,"Markic, J., V. Krzelj, et al. (2006). ""High incidence of glucose-6-phosphate dehydrogenase deficiency in Croatian island isolate: example from Vis island, Croatia."" Croat Med J 47(4): 556-570.",10,HRV,true
G6PD_Data.843,843,Philippines,8.667,117.632,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.119,119,Cuba,21.1027,-76.2824,Admin2 centroid,Both,2021,78,588,9,"Blinov, M. N., N. Rodriges, et al. (1973). ""[Incidence in the glucose-6-phosphate dehydrogenase deficiency of erythrocytes in the population of North Oriente province (Republic of Cuba)]."" Probl Gematol Pereliv Krovi 18(11): 26-29.",489,CUB,true
G6PD_Data.120,120,Cyprus,35.2785,33.6148,Digitised polygon,Male,1108,75,,,"Sözüöz, A. and I. Çamber (1998). ""G6PD deficiency in Turkish Cypriots."" Turk J Med Sci 28(6): 673-676.",3241,CYP,true
G6PD_Data.121,121,Cyprus,35.533,34.196,Multiple points,Male,339,36,,,"Plato, C. C., D. L. Rucknagel, et al. (1964). ""Studies on the Distribution of Glucose-6-Phosphate Dehydrogenase Deficiency, Thalassemia, and Other Genetic Traits in the Coastal and Mountain Villages of Cyprus."" Am J Hum Genet 16: 267-283.",531,CYP,true
G6PD_Data.122,122,Cyprus,35.228,32.941,Point,Male,94,5,,,"Plato, C. C., D. L. Rucknagel, et al. (1964). ""Studies on the Distribution of Glucose-6-Phosphate Dehydrogenase Deficiency, Thalassemia, and Other Genetic Traits in the Coastal and Mountain Villages of Cyprus."" Am J Hum Genet 16: 267-283.",10,CYP,true
G6PD_Data.123,123,Cyprus,35.201,33.066,Multiple points,Male,135,11,,,"Plato, C. C., D. L. Rucknagel, et al. (1964). ""Studies on the Distribution of Glucose-6-Phosphate Dehydrogenase Deficiency, Thalassemia, and Other Genetic Traits in the Coastal and Mountain Villages of Cyprus."" Am J Hum Genet 16: 267-283.",452,CYP,true
G6PD_Data.124,124,Cyprus,34.918,33.038,Multiple points,Male,289,0,,,"Plato, C. C., D. L. Rucknagel, et al. (1964). ""Studies on the Distribution of Glucose-6-Phosphate Dehydrogenase Deficiency, Thalassemia, and Other Genetic Traits in the Coastal and Mountain Villages of Cyprus."" Am J Hum Genet 16: 267-283.",113,CYP,true
G6PD_Data.125,125,Cyprus,34.969,32.824,Multiple points,Male,187,0,,,"Plato, C. C., D. L. Rucknagel, et al. (1964). ""Studies on the Distribution of Glucose-6-Phosphate Dehydrogenase Deficiency, Thalassemia, and Other Genetic Traits in the Coastal and Mountain Villages of Cyprus."" Am J Hum Genet 16: 267-283.",50,CYP,true
G6PD_Data.126,126,Democratic Republic of the Congo,-5.705,16.578,Large polygon,Male,200,50,,,"Motulsky, A. G., J. Vandepitte, et al. (1966). ""Population genetic studies in the Congo. I. Glucose-6-phosphate dehydrogenase deficiency, hemoglobin S, and malaria."" Am J Hum Genet 18(6): 514-537.",2500,COD,true
G6PD_Data.127,127,Democratic Republic of the Congo,-4.307,15.314,Wide area,Male,522,112,,,"Sonnet, J. and J. L. Michaux (1960). ""Glucose-6-Phosphate Dehydrogenase Deficiency, Haptoglobin Groups, Blood Groups and Sickle Cell Trait in the Bantus of West Belgian Congo."" Nature 188(4749): 504-505.",25,COD,true
G6PD_Data.128,128,Democratic Republic of the Congo,-5.567,16.632,Point,Male,91,15,,,"Motulsky, A. G., J. Vandepitte, et al. (1966). ""Population genetic studies in the Congo. I. Glucose-6-phosphate dehydrogenase deficiency, hemoglobin S, and malaria."" Am J Hum Genet 18(6): 514-537.",10,COD,true
G6PD_Data.129,129,Democratic Republic of the Congo,-5.584,16.515,Point,Male,76,11,,,"Motulsky, A. G., J. Vandepitte, et al. (1966). ""Population genetic studies in the Congo. I. Glucose-6-phosphate dehydrogenase deficiency, hemoglobin S, and malaria."" Am J Hum Genet 18(6): 514-537.",10,COD,true
G6PD_Data.130,130,Democratic Republic of the Congo,-5.85,16.166,Point,Male,120,33,,,"Motulsky, A. G., J. Vandepitte, et al. (1966). ""Population genetic studies in the Congo. I. Glucose-6-phosphate dehydrogenase deficiency, hemoglobin S, and malaria."" Am J Hum Genet 18(6): 514-537.",10,COD,true
G6PD_Data.131,131,Democratic Republic of the Congo,-5.682,16.632,Point,Male,100,29,,,"Motulsky, A. G., J. Vandepitte, et al. (1966). ""Population genetic studies in the Congo. I. Glucose-6-phosphate dehydrogenase deficiency, hemoglobin S, and malaria."" Am J Hum Genet 18(6): 514-537.",10,COD,true
G6PD_Data.132,132,Ecuador,0.727,-78.952,Admin2 centroid,Male,90,8,,,"Martinez-Labarga, C., O. Rickards, et al. (1999). ""Genetic population structure of two African-Ecuadorian communities of Esmeraldas."" Am J Phys Anthropol 109(2): 159-174.",3365,ECU,true
G6PD_Data.133,133,Ecuador,0.386,-79.445,Admin2 centroid,Male,29,4,,,"Martinez-Labarga, C., O. Rickards, et al. (1999). ""Genetic population structure of two African-Ecuadorian communities of Esmeraldas."" Am J Phys Anthropol 109(2): 159-174.",2696,ECU,true
G6PD_Data.134,134,Egypt,25.436,30.557,Point,Male,350,18,,,"Hussein, L., G. Yamamah, et al. (1992). ""Glucose-6-phosphate dehydrogenase deficiency and sulfadimidin acetylation phenotypes in Egyptian oases."" Biochem Genet 30(3-4): 113-121.",10,EGY,true
G6PD_Data.135,135,Egypt,25.6144,30.649,Digitised point,Male,89,11,,,"Hussein, L., G. Yamamah, et al. (1992). ""Glucose-6-phosphate dehydrogenase deficiency and sulfadimidin acetylation phenotypes in Egyptian oases."" Biochem Genet 30(3-4): 113-121.",10,EGY,true
G6PD_Data.136,136,Egypt,25.2,30.533,Point,Male,150,3,,,"Hussein, L., G. Yamamah, et al. (1992). ""Glucose-6-phosphate dehydrogenase deficiency and sulfadimidin acetylation phenotypes in Egyptian oases."" Biochem Genet 30(3-4): 113-121.",10,EGY,true
G6PD_Data.137,137,Egypt,24.665,30.598,Point,Male,131,12,,,"Hussein, L., G. Yamamah, et al. (1992). ""Glucose-6-phosphate dehydrogenase deficiency and sulfadimidin acetylation phenotypes in Egyptian oases."" Biochem Genet 30(3-4): 113-121.",10,EGY,true
G6PD_Data.138,138,Egypt,25.481,28.983,Point,Male,188,4,,,"Hussein, L., G. Yamamah, et al. (1992). ""Glucose-6-phosphate dehydrogenase deficiency and sulfadimidin acetylation phenotypes in Egyptian oases."" Biochem Genet 30(3-4): 113-121.",10,EGY,true
G6PD_Data.139,139,Egypt,25.549,29.266,Point,Male,113,10,,,"Hussein, L., G. Yamamah, et al. (1992). ""Glucose-6-phosphate dehydrogenase deficiency and sulfadimidin acetylation phenotypes in Egyptian oases."" Biochem Genet 30(3-4): 113-121.",10,EGY,true
G6PD_Data.140,140,Egypt,25.702,28.883,Point,Male,159,3,,,"Hussein, L., G. Yamamah, et al. (1992). ""Glucose-6-phosphate dehydrogenase deficiency and sulfadimidin acetylation phenotypes in Egyptian oases."" Biochem Genet 30(3-4): 113-121.",10,EGY,true
G6PD_Data.141,141,Egypt,25.58,28.935,Point,Male,135,17,,,"Hussein, L., G. Yamamah, et al. (1992). ""Glucose-6-phosphate dehydrogenase deficiency and sulfadimidin acetylation phenotypes in Egyptian oases."" Biochem Genet 30(3-4): 113-121.",10,EGY,true
G6PD_Data.142,142,Egypt,30.059,31.251,Large polygon,Male,160,5,,,"Kamal, I., M. Gabr, et al. (1967). ""Frequency of glucose6-phosphate dehydrogenase deficiency in Egyptian children."" Acta Genet Stat Med 17(4): 321-327.",160,EGY,true
G6PD_Data.144,144,Egypt,24.078,32.918,Point,Both,71,1,93,0,"Azim, A. A., K. Kamel, et al. (1974). ""Genetic blood markers and anthropometry of the populations in Aswan Governorate, Egypt."" Hum Hered 24(1): 12-23.",10,EGY,true
G6PD_Data.145,145,Egypt,24.6605,32.8231,Wide area,Both,145,3,89,0,"Azim, A. A., K. Kamel, et al. (1974). ""Genetic blood markers and anthropometry of the populations in Aswan Governorate, Egypt."" Hum Hered 24(1): 12-23.",25,EGY,true
G6PD_Data.147,147,Egypt,31.258,32.292,Wide area,Male,18,1,,,"Ragab, A. H., O. S. el-Alfi, et al. (1966). ""Incidence of glucose-6-phosphate dehydrogenase deficiency in Egypt."" Am J Hum Genet 18(1): 21-25.",25,EGY,true
G6PD_Data.148,148,Egypt,31.2784,30.9291,Admin1 centroid,Male,21,10,,,"Ragab, A. H., O. S. el-Alfi, et al. (1966). ""Incidence of glucose-6-phosphate dehydrogenase deficiency in Egypt."" Am J Hum Genet 18(1): 21-25.",3545,EGY,true
G6PD_Data.149,149,Egypt,31.0844,31.5522,Admin1 centroid,Male,23,11,,,"Ragab, A. H., O. S. el-Alfi, et al. (1966). ""Incidence of glucose-6-phosphate dehydrogenase deficiency in Egypt."" Am J Hum Genet 18(1): 21-25.",3524,EGY,true
G6PD_Data.150,150,Egypt,30.4684,31.0017,Admin1 centroid,Male,27,7,,,"Ragab, A. H., O. S. el-Alfi, et al. (1966). ""Incidence of glucose-6-phosphate dehydrogenase deficiency in Egypt."" Am J Hum Genet 18(1): 21-25.",1380,EGY,true
G6PD_Data.151,151,Egypt,30.8382,31.0698,Admin1 centroid,Male,15,5,,,"Ragab, A. H., O. S. el-Alfi, et al. (1966). ""Incidence of glucose-6-phosphate dehydrogenase deficiency in Egypt."" Am J Hum Genet 18(1): 21-25.",1821,EGY,true
G6PD_Data.152,152,Egypt,30.2703,31.2598,Admin1 centroid,Male,24,8,,,"Ragab, A. H., O. S. el-Alfi, et al. (1966). ""Incidence of glucose-6-phosphate dehydrogenase deficiency in Egypt."" Am J Hum Genet 18(1): 21-25.",877,EGY,true
G6PD_Data.153,153,Egypt,31.123,33.803,Point,Male,3,0,,,"Ragab, A. H., O. S. el-Alfi, et al. (1966). ""Incidence of glucose-6-phosphate dehydrogenase deficiency in Egypt."" Am J Hum Genet 18(1): 21-25.",10,EGY,true
G6PD_Data.154,154,Egypt,27.1878,31.1771,Admin1 centroid,Male,15,4,,,"Ragab, A. H., O. S. el-Alfi, et al. (1966). ""Incidence of glucose-6-phosphate dehydrogenase deficiency in Egypt."" Am J Hum Genet 18(1): 21-25.",2233,EGY,true
G6PD_Data.155,155,Egypt,26.33,31.893,Point,Male,20,6,,,"Ragab, A. H., O. S. el-Alfi, et al. (1966). ""Incidence of glucose-6-phosphate dehydrogenase deficiency in Egypt."" Am J Hum Genet 18(1): 21-25.",10,EGY,true
G6PD_Data.156,156,Egypt,28.2816,33.6045,Digitised point,Male,53,0,,,"Bonne, B., M. Godber, et al. (1971). ""South-Sinai Beduin. A preliminary report on their inherited blood factors."" Am J Phys Anthropol 34(3): 397-408.",10,EGY,true
G6PD_Data.157,157,Egypt,28.7046,33.6482,Digitised point,Male,94,3,,,"Bonne, B., M. Godber, et al. (1971). ""South-Sinai Beduin. A preliminary report on their inherited blood factors."" Am J Phys Anthropol 34(3): 397-408.",10,EGY,true
G6PD_Data.158,158,Egypt,28.5879,33.9801,Digitised point,Male,81,0,,,"Bonne, B., M. Godber, et al. (1971). ""South-Sinai Beduin. A preliminary report on their inherited blood factors."" Am J Phys Anthropol 34(3): 397-408.",10,EGY,true
G6PD_Data.160,160,Eritrea,15.341,37.7961,Digitised polygon,Male,126,5,,,"Mourant, A. E., A. C. Kopec, et al. (1974). ""The blood groups and haemoglobins of the Kunama and Baria of Eritrea, Ethiopia."" Annals of Human Biology 1(4): 383-392.",2813,ERI,true
G6PD_Data.161,161,Ethiopia,9.024,38.745,Small polygon,Male,251,0,,,"Perine, P. L. and M. T. Michael (1974). ""A preliminary survey for glucose-6-phosphate dehydrogenase deficiency and haemoglobin S in Ethiopia."" Ethiop Med J 12(4): 179-184.",80,ETH,true
G6PD_Data.162,162,Ethiopia,11,36.917,Point,Male,72,0,,,"Perine, P. L. and M. T. Michael (1974). ""A preliminary survey for glucose-6-phosphate dehydrogenase deficiency and haemoglobin S in Ethiopia."" Ethiop Med J 12(4): 179-184.",10,ETH,true
G6PD_Data.163,163,Ethiopia,8.244,34.587,Point,Male,202,6,,,"Perine, P. L. and M. T. Michael (1974). ""A preliminary survey for glucose-6-phosphate dehydrogenase deficiency and haemoglobin S in Ethiopia."" Ethiop Med J 12(4): 179-184.",10,ETH,true
